Level,Total Time,Mapping Time,Clustering Time,Summarization Time,Size,Number of Summarizations,Average Number of Offers
4,16.808127900000002,0.05169440000000236,0.004214599999997404,16.7522137,2,1,0.0
3,2.0974594000000053,0.16104100000001154,0.008684999999999832,1.9277220999999969,4,2,0.0
2,2.160069700000008,0.4138990000000007,0.05158059999999409,1.694566000000009,8,4,0.0
1,3.5389794000000023,1.0923897999999923,0.5172955999999971,1.929271600000007,16,8,0.0
4,11.099405600000011,0.05379130000000032,0.0041896999999977425,11.041419100000013,2,1,0.0
3,3.0227840999999955,0.16367680000000462,0.007822300000000837,2.8512733999999966,4,2,0.0
2,3.2281217000000026,0.5049230000000051,0.07257029999999531,2.650603000000004,8,4,0.0
1,3.2459598999999884,1.1006076000000036,0.18081850000000088,1.9645172999999971,16,8,0.0
4,9.071561400000007,0.05472569999999166,0.003259900000003313,9.013569200000006,2,1,0.0
3,6.671403299999994,0.26128389999999513,0.007987599999992767,6.402119200000001,4,2,0.0
2,3.1808481000000057,0.41909869999999216,0.05010719999999935,2.71161690000001,8,4,0.0
1,3.556166399999995,1.1183050000000065,0.3499453000000017,2.0878960999999947,16,8,0.0
4,21.29359249999999,0.05589700000001585,0.0032570999999848027,21.234432499999997,2,1,0.0
3,3.513865399999986,0.26498829999999884,0.007821599999999762,3.241043700000006,4,2,0.0
2,3.8191452000000083,0.5165207000000009,0.06375239999999849,3.23884799999999,8,4,0.0
1,3.5311585000000036,1.2170229999999833,0.4532527000000073,1.8608594000000096,16,8,0.0
4,7.339149999999989,0.05340830000000096,0.003222300000004452,7.2825129999999945,2,1,0.0
3,6.16823340000002,0.1654431000000045,0.009470999999990681,5.993308500000012,4,2,0.0
2,2.177448799999979,0.4299255000000244,0.045767399999988356,1.7017329999999902,8,4,0.0
1,3.2578161000000136,1.1311134000000038,0.17379059999998958,1.9528949000000182,16,8,0.0
