Level,Total Time,Mapping Time,Clustering Time,Summarization Time,Size,Number of Summarizations,Average Number of Offers
5,21.918945100000002,0.10350859999999784,0.0031591999999989184,21.812269799999996,2,1,0.0
4,6.434560099999999,0.40980749999999944,0.00625180000000114,6.0184885999999835,4,2,0.0
3,4.5024663999999746,0.8604688000000067,0.04243710000000078,3.5995328999999856,8,4,0.0
2,5.801472100000012,1.893919000000011,0.476153499999981,3.431348100000008,16,8,0.0
1,20.90513630000001,4.806168299999996,12.4942968,3.604629299999999,32,16,0.0
5,166.20866819999998,0.10880670000000237,0.0033887000000163425,166.09646479999998,2,1,0.0
4,28.23885439999998,0.31228210000000445,0.007308800000032534,27.91924929999999,4,2,0.0
3,4.620207099999959,0.7667068999999742,0.034496999999987565,3.818977700000005,8,4,0.0
2,5.600088200000016,1.9414062000000172,0.33685650000001033,3.3217716999999993,16,8,0.0
1,21.647846500000014,4.69638359999999,13.125517000000002,3.8259113000000298,32,16,0.0
5,9.953648999999984,0.1036321000000271,0.003302499999961128,9.846706499999982,2,1,0.0
4,7.331531000000041,0.31245339999998123,0.009901399999989735,7.009163900000033,4,2,0.0
3,4.02854480000002,0.7391997999999944,0.05381969999996272,3.2354989000000387,8,4,0.0
2,5.605238100000008,1.897763800000007,0.3646468000000027,3.3427719000000025,16,8,0.0
1,15.646322800000007,4.635700400000019,7.38770310000001,3.622879599999976,32,16,0.0
5,11.165072699999996,0.10421359999998003,0.003484700000058183,11.057366699999989,2,1,0.0
4,7.485497699999996,0.31551260000003367,0.007109600000035243,7.162862099999984,4,2,0.0
3,5.359839599999987,0.7474417000000813,0.029583599999909893,4.582786300000066,8,4,0.0
2,5.218798699999979,1.8085595999999668,0.44060960000001614,2.9695656999999755,16,8,0.0
1,20.33095209999999,4.8638455999999906,11.804196400000023,3.6628782999999885,32,16,0.0
5,144.0860434,0.10764510000001337,0.004317700000001423,143.97407099999998,2,1,0.0
4,16.242729199999985,0.3150160999999798,0.006380100000001221,15.921318700000029,4,2,0.0
3,16.42576710000003,0.88649010000006,0.04104059999997389,15.49820980000004,8,4,0.0
2,6.2546575000000075,1.9383109000000331,0.2301518000000442,4.086143399999969,16,8,0.0
1,19.21736969999995,4.765965199999982,10.755609400000026,3.6957525999999916,32,16,0.0
