Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality,n
1,2,0.33048919999998816,0.31035370000006424,0.020135499999923923,23,0.0,0.0,0,6,0,2
1,3,0.15013460000000123,0.13047210000001996,0.019662499999981264,24,0.0,0.0,0,0,0,2
1,4,0.6307167999999592,0.6037245999999641,0.026992199999995137,30,0.0,0.0,0,18,0,2
1,5,0.189603199999965,0.17183569999997417,0.017767499999990832,20,0.0,0.0,0,4,0,2
1,6,0.24330979999990632,0.22415059999991627,0.01915919999999005,21,0.0,0.0,0,8,0,2
1,7,0.23833710000008068,0.21637320000002092,0.021963900000059766,24,0.0,0.0,0,8,0,2
1,8,0.2606774000000769,0.24184620000005452,0.018831200000022363,22,0.0,0.0,0,2,0,2
1,9,0.27470019999998385,0.25090959999999995,0.023790599999983897,25,0.0,0.0,0,12,0,2
2,3,0.261945800000035,0.2423614000000498,0.01958439999998518,21,0.0,0.0,0,6,0,2
2,4,0.4031704000000218,0.3761447000000544,0.0270256999999674,27,0.0,0.0,0,12,0,2
2,5,0.19084859999998116,0.17287360000000263,0.017974999999978536,17,0.0,0.0,0,8,0,2
2,6,0.17462189999992006,0.15458129999990433,0.02004060000001573,18,0.0,0.0,0,4,0,2
2,7,0.25781099999994694,0.2347737000000052,0.02303729999994175,21,0.0,0.0,0,6,0,2
2,8,0.19119819999991705,0.17165459999989707,0.01954360000001998,19,0.0,0.0,0,4,0,2
2,9,0.3057750999998916,0.281876499999953,0.023898599999938597,22,0.0,0.0,0,10,0,2
3,4,0.536893300000088,0.5098182000000406,0.027075100000047314,28,0.0,0.0,0,18,0,2
3,5,0.15838450000001103,0.14083270000003267,0.017551799999978357,18,0.0,0.0,0,4,0,2
3,6,0.22376150000013695,0.2054424000000381,0.018319100000098842,19,0.0,0.0,0,8,0,2
3,7,0.23484050000001844,0.2129959000000099,0.02184460000000854,22,0.0,0.0,0,8,0,2
3,8,0.20068170000001828,0.1821844000000965,0.01849729999992178,20,0.0,0.0,0,2,0,2
3,9,0.3553008000000091,0.3317744999999377,0.023526300000071387,23,0.0,0.0,0,12,0,2
4,5,0.3735417000000325,0.34798769999997603,0.025554000000056476,24,0.0,0.0,0,20,0,2
4,6,0.3748286999999664,0.34843769999997676,0.026390999999989617,25,0.0,0.0,0,16,0,2
4,7,0.49602790000005825,0.46537820000003194,0.030649700000026314,28,0.0,0.0,0,10,0,2
4,8,0.3212822000000415,0.2963091000000304,0.024973100000011073,26,0.0,0.0,0,16,0,2
4,9,0.5048801000000367,0.47365050000007614,0.031229599999960556,29,0.0,0.0,0,6,0,2
5,6,0.0934453999999505,0.07852619999994204,0.014919200000008459,15,0.0,0.0,0,4,0,2
5,7,0.31591609999998127,0.29662519999999404,0.019290899999987232,18,0.0,0.0,0,12,0,2
5,8,0.13551810000001296,0.11829550000004474,0.017222599999968224,16,0.0,0.0,0,4,0,2
5,9,0.2629308000000492,0.24179260000005343,0.021138199999995777,19,0.0,0.0,0,16,0,2
6,7,0.23382600000013554,0.21273600000006354,0.021090000000071996,19,0.0,0.0,0,8,0,2
6,8,0.19508609999991222,0.17339389999995092,0.021692199999961304,17,0.0,0.0,0,8,0,2
6,9,0.27460740000003625,0.2513154000000668,0.023291999999969448,20,0.0,0.0,0,12,0,2
7,8,0.28198939999992945,0.25727069999993546,0.024718699999993987,20,0.0,0.0,0,10,0,2
7,9,0.2907334000000219,0.2637541000000283,0.0269792999999936,23,0.0,0.0,0,4,0,2
8,9,0.30177770000000237,0.2780237000000625,0.02375399999993988,21,0.0,0.0,0,14,0,2
0,1,1.3730051000000003,1.3273079000000507,0.04569719999994959,28,0.0,0.0,0,0,0,4
0,2,0.7271607000002405,0.6826204000001326,0.04454030000010789,24,0.0,0.0,0,0,0,4
0,3,4.165021399999887,4.11668439999994,0.048336999999946784,37,0.0,0.0,0,0,0,4
0,4,0.9172078000003694,0.7867620000001807,0.13044580000018868,26,0.0,0.0,0,2,0,4
0,5,0.9194592999999713,0.8766958999999588,0.04276340000001255,26,0.0,0.0,0,2,0,4
0,6,0.7233000000001084,0.6794612000001052,0.043838800000003175,24,0.0,0.0,0,0,0,4
0,7,1.3458166999998866,1.301546099999996,0.04427059999989069,28,0.0,0.0,0,0,0,4
0,8,0.6876493999998274,0.6459925999999996,0.041656799999827854,24,0.0,0.0,0,0,0,4
0,9,3.123824300000024,3.0822617000001173,0.041562599999906524,31,0.0,0.0,0,0,0,4
1,2,1.3680124999998498,1.322168199999851,0.04584429999999884,28,0.0,0.0,0,0,0,4
1,3,4.797494600000164,4.747423499999968,0.050071100000195656,41,0.0,0.0,0,0,0,4
1,4,1.476608400000032,1.432576299999937,0.04403210000009494,30,0.0,0.0,0,2,0,4
1,5,1.41663490000019,1.3726939000000584,0.04394100000013168,30,0.0,0.0,0,2,0,4
1,6,1.2719816999999694,1.2269764000000123,0.04500529999995706,28,0.0,0.0,0,0,0,4
1,7,1.8899939999998878,1.844353399999818,0.04564060000006975,32,0.0,0.0,0,0,0,4
1,8,1.124132699999791,1.0814195999998901,0.042713099999900805,28,0.0,0.0,0,0,0,4
1,9,3.72142840000015,3.6787554,0.04267300000014984,35,0.0,0.0,0,0,0,4
2,3,4.274466000000075,4.224725100000114,0.049740899999960675,37,0.0,0.0,0,0,0,4
2,4,0.8283492000000479,0.7866601000000628,0.041689099999985046,26,0.0,0.0,0,2,0,4
2,5,0.9294364999998379,0.8858490999998594,0.043587399999978516,26,0.0,0.0,0,2,0,4
2,6,0.7126169999999092,0.6700276999999915,0.042589299999917785,24,0.0,0.0,0,0,0,4
2,7,1.3539246999998795,1.3088073999999779,0.04511729999990166,28,0.0,0.0,0,0,0,4
2,8,0.6894673000001603,0.6469540000000507,0.042513300000109666,24,0.0,0.0,0,0,0,4
2,9,2.9723725000001195,2.9294755000000805,0.04289700000003904,31,0.0,0.0,0,0,0,4
3,4,4.2611694999998235,4.2133768999999575,0.04779259999986607,39,0.0,0.0,0,2,0,4
3,5,4.125744899999745,4.07719609999981,0.048548799999935,39,0.0,0.0,0,2,0,4
3,6,3.8876643999999487,3.8374059999998735,0.0502584000000752,37,0.0,0.0,0,0,0,4
3,7,4.96511959999998,4.915146699999923,0.04997290000005705,41,0.0,0.0,0,0,0,4
3,8,3.292188600000145,3.244581500000095,0.047607100000050195,37,0.0,0.0,0,0,0,4
3,9,6.695930099999941,6.649121899999955,0.046808199999986755,44,0.0,0.0,0,8,0,4
4,5,0.877551799999992,0.8356541999999081,0.04189760000008391,28,0.0,0.0,0,0,0,4
4,6,0.8841404999998304,0.8404119999997874,0.043728500000042914,26,0.0,0.0,0,2,0,4
4,7,1.3633874000001924,1.31844870000009,0.04493870000010247,30,0.0,0.0,0,2,0,4
4,8,0.8343695999999454,0.6938605999998799,0.1405090000000655,26,0.0,0.0,0,2,0,4
4,9,3.06443390000004,3.0228724000000966,0.04156149999994341,33,0.0,0.0,0,2,0,4
5,6,0.7209665000000314,0.6779240999999274,0.04304240000010395,26,0.0,0.0,0,2,0,4
5,7,1.4536087000001316,1.4083459000000857,0.0452628000000459,30,0.0,0.0,0,2,0,4
5,8,0.6796426000000793,0.6378915000000234,0.041751100000055885,26,0.0,0.0,0,2,0,4
5,9,3.0542405999999573,3.0141949999999724,0.040045599999984915,33,0.0,0.0,0,2,0,4
6,7,1.3356492000000344,1.291113199999927,0.04453600000010738,28,0.0,0.0,0,0,0,4
6,8,0.5489342000000761,0.5067348000000038,0.042199400000072274,24,0.0,0.0,0,0,0,4
6,9,2.918347199999971,2.8767143000000033,0.041632899999967776,31,0.0,0.0,0,4,0,4
7,8,1.2841636999999082,1.2410809000000427,0.04308279999986553,28,0.0,0.0,0,0,0,4
7,9,3.721100899999783,3.678969699999925,0.04213119999985793,35,0.0,0.0,0,0,0,4
8,9,2.880385599999954,2.8410008000000744,0.03938479999987976,31,0.0,0.0,0,8,0,4
0,1,0.3278119000001425,0.3068232000000535,0.02098870000008901,23,0.0,0.0,0,6,0,2
0,2,0.19438879999984238,0.1747345999999652,0.019654199999877164,21,0.0,0.0,0,4,0,2
0,3,0.2618325000000823,0.2396653000000697,0.0221672000000126,21,0.0,0.0,0,6,0,2
0,4,0.32294389999992745,0.29631689999996524,0.02662699999996221,27,0.0,0.0,0,12,0,2
0,5,0.24892039999986082,0.22914270000001125,0.019777699999849574,18,0.0,0.0,0,4,0,2
0,6,0.2555470999998306,0.2358607999999549,0.0196862999998757,21,0.0,0.0,0,6,0,2
0,7,0.30209960000001956,0.2782999999999447,0.02379960000007486,22,0.0,0.0,0,10,0,2
0,8,0.18860209999979816,0.1698946999999862,0.01870739999981197,19,0.0,0.0,0,4,0,2
0,9,0.3472732999998698,0.32298790000004374,0.02428539999982604,24,0.0,0.0,0,10,0,2
1,2,0.3026655999999548,0.2833382999999685,0.01932729999998628,24,0.0,0.0,0,2,0,2
1,3,0.23149639999996907,0.210235799999964,0.02126060000000507,24,0.0,0.0,0,8,0,2
1,4,0.6204095999999026,0.5944979999999305,0.025911599999972168,30,0.0,0.0,0,18,0,2
1,5,0.31484739999996236,0.29654439999990245,0.01830300000005991,21,0.0,0.0,0,8,0,2
1,6,0.15122760000008384,0.1322239000000991,0.019003699999984747,24,0.0,0.0,0,0,0,2
1,7,0.27240070000016203,0.2492890000000898,0.023111700000072233,25,0.0,0.0,0,12,0,2
1,8,0.26235240000005433,0.24364780000018982,0.018704599999864513,22,0.0,0.0,0,2,0,2
1,9,0.27968079999982365,0.25568559999987883,0.023995199999944816,27,0.0,0.0,0,12,0,2
2,3,0.2945546999999351,0.27325390000009975,0.021300799999835363,22,0.0,0.0,0,10,0,2
2,4,0.3199867999999242,0.2945629999999255,0.025423799999998664,28,0.0,0.0,0,16,0,2
2,5,0.20735240000021804,0.1892984000000979,0.01805400000012014,19,0.0,0.0,0,8,0,2
2,6,0.2402870000000803,0.2217152000000624,0.018571800000017902,22,0.0,0.0,0,2,0,2
2,7,0.3412596000000576,0.31826279999995677,0.022996800000100848,23,0.0,0.0,0,14,0,2
2,8,0.1431992000000264,0.12498130000017227,0.018217899999854126,20,0.0,0.0,0,0,0,2
2,9,0.39398370000003524,0.37064460000010513,0.023339099999930113,25,0.0,0.0,0,14,0,2
3,4,0.5711281999999755,0.5346895000000131,0.03643869999996241,28,0.0,0.0,0,10,0,2
3,5,0.2230058000000099,0.20207669999990685,0.020929100000103062,19,0.0,0.0,0,8,0,2
3,6,0.22645489999990787,0.20548809999991136,0.02096679999999651,22,0.0,0.0,0,8,0,2
3,7,0.26965730000029,0.24479250000013053,0.024864800000159448,23,0.0,0.0,0,4,0,2
3,8,0.2501947000000655,0.230027199999995,0.020167500000070504,20,0.0,0.0,0,10,0,2
3,9,0.2769550000000436,0.25142510000000584,0.025529900000037742,25,0.0,0.0,0,4,0,2
4,5,0.36846479999985604,0.34329559999991943,0.02516919999993661,25,0.0,0.0,0,16,0,2
4,6,0.6023012000000563,0.5764814999999999,0.0258197000000564,28,0.0,0.0,0,18,0,2
4,7,0.4912381000003734,0.4614112000001569,0.029826900000216483,29,0.0,0.0,0,6,0,2
4,8,0.314808999999741,0.2903575999998793,0.024451399999861678,26,0.0,0.0,0,16,0,2
4,9,0.5482546000000639,0.5178088000000116,0.03044580000005226,31,0.0,0.0,0,6,0,2
5,6,0.2117147000001296,0.19350120000012794,0.01821350000000166,19,0.0,0.0,0,8,0,2
5,7,0.264399800000092,0.2423860000001241,0.022013799999967887,20,0.0,0.0,0,12,0,2
5,8,0.182378799999924,0.16498539999997774,0.01739339999994627,17,0.0,0.0,0,8,0,2
5,9,0.3707855999998628,0.34744129999990037,0.02334429999996246,22,0.0,0.0,0,12,0,2
6,7,0.26767820000009124,0.24501450000002478,0.022663700000066456,23,0.0,0.0,0,12,0,2
6,8,0.1973107000001164,0.1789770000000317,0.01833370000008472,20,0.0,0.0,0,2,0,2
6,9,0.2676099999998769,0.24493729999994684,0.022672699999930046,25,0.0,0.0,0,12,0,2
7,8,0.2880466999999953,0.26612309999995887,0.02192360000003646,21,0.0,0.0,0,14,0,2
7,9,0.26148920000014186,0.23396470000011504,0.02752450000002682,26,0.0,0.0,0,0,0,2
8,9,0.34395599999993465,0.32135519999997086,0.022600799999963783,23,0.0,0.0,0,14,0,2
0,1,2.599847299999965,2.563179900000023,0.03666739999994206,29,0.0,0.0,0,0,0,4
0,2,2.971115900000086,2.930987899999991,0.0401280000000952,31,0.0,0.0,0,0,0,4
0,3,3.1520607999998447,3.108743499999946,0.04331729999989875,32,0.0,0.0,0,0,0,4
0,4,2.541876900000034,2.5069287999999688,0.0349481000000651,29,0.0,0.0,0,2,0,4
0,5,3.261536400000068,3.2238184000000274,0.037718000000040774,33,0.0,0.0,0,0,0,4
0,6,3.209826000000021,3.1670206000001144,0.04280539999990651,32,0.0,0.0,0,0,0,4
0,7,2.5555415999999695,2.5197443999998086,0.035797200000160956,29,0.0,0.0,0,0,0,4
0,8,3.708917100000008,3.666178200000104,0.04273889999990388,35,0.0,0.0,0,0,0,4
0,9,4.98744970000007,4.951632400000108,0.035817299999962415,40,0.0,0.0,0,0,0,4
1,2,0.5705492999998114,0.5327592999999524,0.03778999999985899,22,0.0,0.0,0,0,0,4
1,3,0.7225788999999168,0.6809430999999222,0.04163579999999456,23,0.0,0.0,0,0,0,4
1,4,0.4506792000001951,0.41809280000006765,0.03258640000012747,20,0.0,0.0,0,2,0,4
1,5,0.892020999999886,0.855175700000018,0.036845299999868075,24,0.0,0.0,0,0,0,4
1,6,0.7364568000000418,0.6958193000000392,0.04063750000000255,23,0.0,0.0,0,0,0,4
1,7,0.4214110999996592,0.38788919999979043,0.033521899999868765,20,0.0,0.0,0,0,0,4
1,8,1.0264949999998407,0.9868579999999838,0.039636999999856926,26,0.0,0.0,0,0,0,4
1,9,2.5841073000001415,2.550279600000067,0.0338277000000744,31,0.0,0.0,0,0,0,4
2,3,0.8160362999999506,0.7723040000000765,0.04373229999987416,25,0.0,0.0,0,0,0,4
2,4,0.46512639999991734,0.429387399999996,0.03573899999992136,22,0.0,0.0,0,2,0,4
2,5,1.047510099999954,1.007171900000003,0.04033819999995103,26,0.0,0.0,0,0,0,4
2,6,0.8009549000000789,0.7579917000000478,0.042963200000031065,25,0.0,0.0,0,0,0,4
2,7,0.5557449000000361,0.5187558000000081,0.036989100000027975,22,0.0,0.0,0,0,0,4
2,8,1.2466744999999264,1.2029139000001123,0.043760599999814076,28,0.0,0.0,0,0,0,4
2,9,3.049747400000115,3.012884700000086,0.03686270000002878,33,0.0,0.0,0,4,0,4
3,4,0.6162840999998025,0.48539439999990464,0.13088969999989786,23,0.0,0.0,0,2,0,4
3,5,1.1609381000000667,1.1174857000000884,0.0434523999999783,27,0.0,0.0,0,0,0,4
3,6,0.9234843000001547,0.8758712999999716,0.04761300000018309,26,0.0,0.0,0,0,0,4
3,7,0.6180927000000338,0.5776289000000361,0.04046379999999772,23,0.0,0.0,0,0,0,4
3,8,1.3864382999997815,1.3392558999998982,0.04718239999988327,29,0.0,0.0,0,0,0,4
3,9,3.2968049000000974,3.255958400000054,0.040846500000043306,34,0.0,0.0,0,4,0,4
4,5,0.8501857999999629,0.8168269000000237,0.03335889999993924,24,0.0,0.0,0,2,0,4
4,6,0.6095075999999153,0.4771599000000606,0.13234769999985474,23,0.0,0.0,0,2,0,4
4,7,0.4432812999998532,0.41178289999993467,0.03149839999991855,20,0.0,0.0,0,2,0,4
4,8,0.8583544999999049,0.8205038999999488,0.0378505999999561,26,0.0,0.0,0,2,0,4
4,9,2.619188500000064,2.5875659999999243,0.03162250000013955,31,0.0,0.0,0,6,0,4
5,6,1.2040055999998458,1.1627788999999211,0.041226699999924676,27,0.0,0.0,0,0,0,4
5,7,0.8671426000000793,0.831717000000026,0.03542560000005324,24,0.0,0.0,0,0,0,4
5,8,1.6676431000000775,1.626420600000074,0.04122250000000349,30,0.0,0.0,0,0,0,4
5,9,3.242172499999924,3.203587799999923,0.03858470000000125,35,0.0,0.0,0,0,0,4
6,7,0.6385869000000639,0.5981830000000627,0.04040390000000116,23,0.0,0.0,0,0,0,4
6,8,1.3595929000000524,1.3131782000000385,0.04641470000001391,29,0.0,0.0,0,0,0,4
6,9,3.298529400000234,3.2587482000001273,0.039781200000106764,34,0.0,0.0,0,4,0,4
7,8,1.0336059000001114,0.9935669000001326,0.04003899999997884,26,0.0,0.0,0,0,0,4
7,9,2.5448231999998825,2.51206349999984,0.03275970000004236,31,0.0,0.0,0,0,0,4
8,9,3.7008496000003106,3.6611543000001348,0.03969530000017585,37,0.0,0.0,0,4,0,4
