Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality,n
4,6,0.17524369999999578,0.15457349999999792,0.020670199999997863,18,0.0,0.0,0,4,0,2
4,7,0.257282900000007,0.23748109999999656,0.019801800000010417,21,0.0,0.0,0,6,0,2
4,8,0.4897938999999809,0.46117299999998806,0.028620899999992844,27,0.0,0.0,0,14,0,2
4,9,0.18529300000000148,0.16698180000000207,0.018311199999999417,17,0.0,0.0,0,8,0,2
5,6,0.2526385000000033,0.23330020000000218,0.01933830000000114,21,0.0,0.0,0,8,0,2
5,7,0.30848039999999344,0.28856639999999345,0.019913999999999987,24,0.0,0.0,0,2,0,2
5,8,0.705263599999995,0.5969304999999991,0.10833309999999585,30,0.0,0.0,0,18,0,2
5,9,0.18008790000000374,0.161434799999995,0.01865310000000875,20,0.0,0.0,0,4,0,2
6,7,0.21121820000000469,0.19187780000000032,0.019340400000004365,19,0.0,0.0,0,8,0,2
6,8,0.3732364999999902,0.3473766999999981,0.025859799999992106,25,0.0,0.0,0,16,0,2
6,9,0.09538749999998686,0.08007379999999387,0.015313699999992991,15,0.0,0.0,0,4,0,2
7,8,0.3289372000000128,0.3030254000000099,0.025911800000002927,28,0.0,0.0,0,16,0,2
7,9,0.15590949999999282,0.13896400000000142,0.016945499999991398,18,0.0,0.0,0,4,0,2
8,9,0.3678922,0.3437112000000013,0.024180999999998676,24,0.0,0.0,0,20,0,2
0,1,0.44554589999998484,0.3999067000000025,0.04563919999998234,20,0.0,0.0,0,0,0,4
0,2,0.6690844999999968,0.6240637999999876,0.04502070000000913,22,0.0,0.0,0,0,0,4
0,3,0.41128839999998945,0.377016900000001,0.034271499999988464,20,0.0,0.0,0,0,0,4
0,4,0.4456333999999629,0.4082078999999794,0.03742549999998346,20,0.0,0.0,0,0,0,4
0,5,0.5688595999999961,0.533650300000005,0.03520929999999112,24,0.0,0.0,0,2,0,4
0,6,3.2210230000000024,3.1809895000000097,0.04003349999999273,32,0.0,0.0,0,0,0,4
0,7,6.094893799999994,6.04750580000001,0.047387999999983776,40,0.0,0.0,0,0,0,4
0,8,0.5990668000000028,0.5575177000000053,0.04154909999999745,24,0.0,0.0,0,2,0,4
0,9,0.31016669999996793,0.2767116999999928,0.033454999999975144,19,0.0,0.0,0,0,0,4
1,2,0.5684235999999885,0.5266500999999835,0.041773500000005015,22,0.0,0.0,0,0,0,4
1,3,0.4103646000000083,0.37557100000000787,0.034793600000000424,20,0.0,0.0,0,0,0,4
1,4,0.5399388000000158,0.49711720000001947,0.04282159999999635,20,0.0,0.0,0,0,0,4
1,5,0.5531770000000051,0.5168337000000065,0.036343299999998635,24,0.0,0.0,0,2,0,4
1,6,3.146247299999999,3.105755799999997,0.04049150000000168,32,0.0,0.0,0,0,0,4
1,7,5.912555300000008,5.8660494000000085,0.046505899999999656,40,0.0,0.0,0,0,0,4
1,8,0.5993480000000204,0.5542579000000103,0.045090100000010125,24,0.0,0.0,0,2,0,4
1,9,0.40062270000001377,0.36790970000001266,0.0327130000000011,19,0.0,0.0,0,0,0,4
2,3,0.4315774000000374,0.3903791000000183,0.04119830000001912,22,0.0,0.0,0,0,0,4
2,4,0.5900502000000074,0.5436872000000221,0.04636299999998528,22,0.0,0.0,0,0,0,4
2,5,0.5738777999999911,0.5336666999999977,0.040211099999993394,26,0.0,0.0,0,2,0,4
2,6,3.6192556999999965,3.5742131000000086,0.04504259999998794,34,0.0,0.0,0,0,0,4
2,7,6.244986499999982,6.189443799999992,0.05554269999998951,42,0.0,0.0,0,0,0,4
2,8,0.8168208000000163,0.7752993999999944,0.04152140000002191,26,0.0,0.0,0,2,0,4
2,9,0.44029790000001867,0.4039559000000281,0.03634199999999055,21,0.0,0.0,0,4,0,4
3,4,0.4244110000000205,0.38215390000004845,0.04225709999997207,20,0.0,0.0,0,0,0,4
3,5,0.4393856000000369,0.40650240000002213,0.03288320000001477,24,0.0,0.0,0,2,0,4
3,6,3.0502795999999535,3.0125699999999824,0.03770959999997103,32,0.0,0.0,0,0,0,4
3,7,5.182102299999997,5.130744100000015,0.05135819999998148,40,0.0,0.0,0,0,0,4
3,8,0.5620668999999907,0.5267552999999907,0.0353116,24,0.0,0.0,0,2,0,4
3,9,0.323973599999988,0.29295789999997623,0.031015700000011748,19,0.0,0.0,0,4,0,4
4,5,0.5759055999999987,0.5372916000000032,0.038613999999995485,24,0.0,0.0,0,2,0,4
4,6,3.2717066999999815,3.2296715999999606,0.042035100000020975,32,0.0,0.0,0,0,0,4
4,7,6.057757700000025,6.005320600000005,0.05243710000002011,40,0.0,0.0,0,0,0,4
4,8,0.5999766999999565,0.5630084000000011,0.036968299999955434,24,0.0,0.0,0,2,0,4
4,9,0.408687499999985,0.27731369999997924,0.13137380000000576,19,0.0,0.0,0,0,0,4
5,6,3.3361024999999813,3.2966493000000128,0.03945319999996855,36,0.0,0.0,0,2,0,4
5,7,5.341131200000007,5.295089599999983,0.046041600000023664,44,0.0,0.0,0,2,0,4
5,8,0.6615582000000018,0.6264012000000321,0.035156999999969685,28,0.0,0.0,0,0,0,4
5,9,0.3945335999999884,0.36287800000002335,0.031655599999965034,23,0.0,0.0,0,6,0,4
6,7,9.843392999999992,9.786350500000026,0.05704249999996591,52,0.0,0.0,0,0,0,4
6,8,3.4826803999999925,3.444135700000004,0.03854469999998855,36,0.0,0.0,0,2,0,4
6,9,2.5636417999999708,2.528302999999994,0.0353387999999768,31,0.0,0.0,0,0,0,4
7,8,6.299500300000034,6.252326100000005,0.04717420000002903,44,0.0,0.0,0,2,0,4
7,9,5.192900899999984,5.149940000000015,0.04296089999996866,39,0.0,0.0,0,4,0,4
8,9,0.3855899999999792,0.353100999999981,0.032488999999998214,23,0.0,0.0,0,2,0,4
0,1,0.5877810000000068,0.5495123000000035,0.038268700000003264,29,0.0,0.0,0,6,0,2
0,2,0.3703403000000094,0.3448379000000159,0.025502399999993486,24,0.0,0.0,0,20,0,2
0,3,0.48826170000000957,0.4589591000000155,0.029302599999994072,27,0.0,0.0,0,14,0,2
0,4,0.6395114999999691,0.6104889000000071,0.02902259999996204,31,0.0,0.0,0,14,0,2
0,5,0.6355171999999811,0.6027589999999918,0.0327581999999893,31,0.0,0.0,0,6,0,2
0,6,0.5517206999999757,0.5230622999999923,0.02865839999998343,28,0.0,0.0,0,18,0,2
0,7,0.6316003000000023,0.6039265,0.027673800000002302,30,0.0,0.0,0,18,0,2
0,8,0.5524131999999327,0.52666499999998,0.025748199999952703,26,0.0,0.0,0,18,0,2
0,9,0.32036190000002307,0.295030200000042,0.025331699999981083,26,0.0,0.0,0,16,0,2
1,2,0.26193280000001096,0.2402106000000117,0.021722199999999248,19,0.0,0.0,0,16,0,2
1,3,0.28605890000000045,0.2580070000000205,0.028051899999979923,22,0.0,0.0,0,8,0,2
1,4,0.279142400000012,0.25371080000002166,0.02543159999999034,26,0.0,0.0,0,8,0,2
1,5,0.2655340000000024,0.23788709999996627,0.027646900000036112,26,0.0,0.0,0,0,0,2
1,6,0.27293370000001005,0.25010560000004034,0.02282809999996971,23,0.0,0.0,0,12,0,2
1,7,0.2783805000000257,0.2543284999999855,0.024052000000040152,25,0.0,0.0,0,12,0,2
1,8,0.27933369999999513,0.25525149999998575,0.02408220000000938,21,0.0,0.0,0,12,0,2
1,9,0.2931230000000369,0.27049560000000383,0.02262740000003305,21,0.0,0.0,0,14,0,2
2,3,0.26377370000000155,0.2455345000000193,0.018239199999982247,17,0.0,0.0,0,8,0,2
2,4,0.24432989999996835,0.22470959999998286,0.01962029999998549,21,0.0,0.0,0,8,0,2
2,5,0.2898435000000177,0.26724580000001197,0.022597700000005716,21,0.0,0.0,0,16,0,2
2,6,0.15687130000003435,0.14039230000003045,0.016479000000003907,18,0.0,0.0,0,4,0,2
2,7,0.18703520000002527,0.16966110000004164,0.017374099999983628,20,0.0,0.0,0,4,0,2
2,8,0.13953170000002046,0.1226432999999929,0.01688840000002756,16,0.0,0.0,0,4,0,2
2,9,0.1475398000000041,0.12980029999999942,0.017739500000004682,16,0.0,0.0,0,4,0,2
3,4,0.19105530000001636,0.16888929999998936,0.022166000000026997,24,0.0,0.0,0,0,0,2
3,5,0.2861857999999984,0.26156850000000986,0.024617299999988518,24,0.0,0.0,0,8,0,2
3,6,0.20171420000002627,0.18049530000001823,0.021218900000008034,21,0.0,0.0,0,4,0,2
3,7,0.20729210000001785,0.18547150000000556,0.02182060000001229,23,0.0,0.0,0,4,0,2
3,8,0.1930114999999546,0.1730596999999534,0.019951800000001185,19,0.0,0.0,0,4,0,2
3,9,0.21950020000002723,0.19845739999999523,0.021042800000032003,19,0.0,0.0,0,6,0,2
4,5,0.37221159999995734,0.3447337999999718,0.027477799999985564,28,0.0,0.0,0,8,0,2
4,6,0.20776970000002848,0.18600710000004028,0.021762599999988197,25,0.0,0.0,0,4,0,2
4,7,0.21461950000002616,0.19235439999999926,0.022265100000026905,27,0.0,0.0,0,4,0,2
4,8,0.20625660000001744,0.18502169999999296,0.02123490000002448,23,0.0,0.0,0,4,0,2
4,9,0.33586520000000064,0.3143496000000141,0.021515599999986534,23,0.0,0.0,0,6,0,2
5,6,0.2820980999999847,0.2574907000000053,0.024607399999979407,25,0.0,0.0,0,12,0,2
5,7,0.2870149999999967,0.2620407,0.024974299999996674,27,0.0,0.0,0,12,0,2
5,8,0.2793586000000232,0.255246800000009,0.024111800000014227,23,0.0,0.0,0,12,0,2
5,9,0.3547738000000322,0.3305536000000302,0.024220200000002023,23,0.0,0.0,0,14,0,2
6,7,0.15250290000000177,0.13196990000000142,0.020533000000000357,24,0.0,0.0,0,0,0,2
6,8,0.1459972000000107,0.12809090000001788,0.017906299999992825,20,0.0,0.0,0,0,0,2
6,9,0.2020350999999323,0.1836702999999602,0.018364799999972092,20,0.0,0.0,0,2,0,2
7,8,0.16146539999999732,0.1423944000000006,0.01907099999999673,22,0.0,0.0,0,0,0,2
7,9,0.2689110000000028,0.24931290000000672,0.019598099999996066,22,0.0,0.0,0,2,0,2
8,9,0.16237699999993538,0.14401579999997693,0.018361199999958444,18,0.0,0.0,0,2,0,2
0,1,4.166395700000066,4.1040907999999945,0.06230490000007194,39,0.0,0.0,0,2,0,4
0,2,6.975602200000026,6.9212003000000095,0.05440190000001621,44,0.0,0.0,0,0,0,4
0,3,10.014690999999857,9.954202899999927,0.060488099999929545,52,0.0,0.0,0,0,0,4
0,4,7.085815999999909,7.030059499999993,0.05575649999991583,47,0.0,0.0,0,0,0,4
0,5,7.737922000000026,7.675706699999978,0.062215300000048046,47,0.0,0.0,0,0,0,4
0,6,10.110486100000003,10.054588499999909,0.05589760000009392,52,0.0,0.0,0,0,0,4
0,7,7.110245599999985,7.053175600000031,0.057069999999953325,44,0.0,0.0,0,0,0,4
0,8,3.838509300000055,3.7849795000000768,0.05352979999997842,35,0.0,0.0,0,0,0,4
0,9,3.5947523999999476,3.5436200999999983,0.05113229999994928,34,0.0,0.0,0,2,0,4
1,2,4.107582500000035,4.055530400000066,0.05205209999996896,39,0.0,0.0,0,2,0,4
1,3,7.101694000000066,7.040204300000028,0.06148970000003828,47,0.0,0.0,0,2,0,4
1,4,4.710947000000033,4.656462600000054,0.05448439999997845,42,0.0,0.0,0,2,0,4
1,5,4.626962400000139,4.574281600000063,0.05268080000007558,42,0.0,0.0,0,2,0,4
1,6,7.003764800000113,6.93874100000005,0.06502380000006269,47,0.0,0.0,0,2,0,4
1,7,4.122294900000043,4.071165199999996,0.051129700000046796,39,0.0,0.0,0,2,0,4
1,8,1.1228519000001143,1.073264600000016,0.04958730000009837,30,0.0,0.0,0,2,0,4
1,9,1.1049631999999292,1.058152199999995,0.04681099999993421,29,0.0,0.0,0,1,0,4
2,3,9.990141600000015,9.930684100000008,0.05945750000000771,52,0.0,0.0,0,0,0,4
2,4,7.509264700000017,7.452566700000034,0.05669799999998304,47,0.0,0.0,0,0,0,4
2,5,7.487830799999983,7.4331617999999935,0.054668999999989865,47,0.0,0.0,0,0,0,4
2,6,10.258703399999945,10.196147399999973,0.0625559999999723,52,0.0,0.0,0,0,0,4
2,7,6.907890400000042,6.8526630999999725,0.05522730000006959,44,0.0,0.0,0,0,0,4
2,8,3.760593599999993,3.7091662999999926,0.05142730000000029,35,0.0,0.0,0,0,0,4
2,9,3.492034899999908,3.4370607999999265,0.05497409999998126,34,0.0,0.0,0,6,0,4
3,4,10.923818200000142,10.865547100000072,0.058271100000069964,55,0.0,0.0,0,0,0,4
3,5,10.7980720999999,10.739962300000002,0.058109799999897405,55,0.0,0.0,0,0,0,4
3,6,13.629141900000036,13.563567199999966,0.06557470000007015,60,0.0,0.0,0,0,0,4
3,7,10.201342899999986,10.146061000000032,0.055281899999954476,52,0.0,0.0,0,0,0,4
3,8,6.6256812999999966,6.572806899999932,0.05287440000006427,43,0.0,0.0,0,0,0,4
3,9,6.228986700000064,6.179373400000031,0.04961330000003272,42,0.0,0.0,0,6,0,4
4,5,8.337982899999929,8.274732099999937,0.06325079999999161,50,0.0,0.0,0,0,0,4
4,6,11.021756900000014,10.96288800000002,0.05886889999999312,55,0.0,0.0,0,0,0,4
4,7,7.697901299999899,7.642136800000003,0.055764499999895634,47,0.0,0.0,0,0,0,4
4,8,4.36978959999999,4.315287600000033,0.05450199999995675,38,0.0,0.0,0,0,0,4
4,9,3.9844329999999673,3.9305444999999963,0.05388849999997092,37,0.0,0.0,0,2,0,4
5,6,10.94611359999999,10.773568299999965,0.17254530000002433,55,0.0,0.0,0,0,0,4
5,7,7.473013499999979,7.418863999999985,0.05414949999999408,47,0.0,0.0,0,0,0,4
5,8,4.340635999999904,4.280193299999951,0.06044269999995322,38,0.0,0.0,0,0,0,4
5,9,3.972151199999985,3.9233947999999828,0.04875640000000203,37,0.0,0.0,0,2,0,4
6,7,10.004829099999938,9.948224799999934,0.056604300000003605,52,0.0,0.0,0,0,0,4
6,8,6.67570980000005,6.622924699999999,0.05278510000005099,43,0.0,0.0,0,0,0,4
6,9,6.298103800000035,6.244426200000021,0.053677600000014536,42,0.0,0.0,0,2,0,4
7,8,3.6492644999999584,3.5980012999999644,0.05126319999999396,35,0.0,0.0,0,0,0,4
7,9,3.5410418000000163,3.4933389999999918,0.04770280000002458,34,0.0,0.0,0,2,0,4
8,9,0.8553599999999051,0.808356099999969,0.04700389999993604,25,0.0,0.0,0,4,0,4
0,1,0.2842061000000058,0.25849970000001576,0.025706399999990026,27,0.0,0.0,0,12,0,2
0,2,0.3532604999999194,0.32787389999998595,0.025386599999933424,24,0.0,0.0,0,10,0,2
0,3,0.2770846999999321,0.25316989999998896,0.02391479999994317,25,0.0,0.0,0,12,0,2
0,4,0.558693500000004,0.5286254000000099,0.030068099999994047,31,0.0,0.0,0,6,0,2
0,5,0.3072991000000229,0.28578779999998005,0.021511300000042866,21,0.0,0.0,0,16,0,2
0,6,0.29666710000003604,0.27269890000002306,0.023968200000012985,22,0.0,0.0,0,12,0,2
0,7,0.281434900000022,0.25453809999999066,0.026896800000031362,25,0.0,0.0,0,4,0,2
0,8,0.3427193999999645,0.31953550000002906,0.02318389999993542,23,0.0,0.0,0,14,0,2
0,9,0.34125410000001466,0.31313810000006015,0.02811599999995451,26,0.0,0.0,0,0,0,2
