Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Object Instances,Average Number of Materials,Largest Type Object Set,Cost,Lane Optionality,n
3,4,0.8575555000000037,0.7876789999999971,0.06987650000000656,34,7.0,1.0,1,0,0,8
3,5,0.7683774000000057,0.7055679000000055,0.06280950000000018,29,7.0,1.0,1,0,0,8
3,6,0.564204100000012,0.5033999000000051,0.06080420000000686,30,7.0,1.0,1,0,0,8
3,7,0.8510902000000016,0.7894854999999978,0.06160470000000373,28,7.0,1.0,1,0,0,8
4,5,0.659509700000001,0.5954689999999943,0.06404070000000672,29,7.0,1.0,1,0,0,8
4,6,0.5813885000000028,0.5207031000000057,0.060685399999997,30,7.0,1.0,1,0,0,8
4,7,0.8649366000000072,0.8023507999999993,0.06258580000000791,28,7.0,1.0,1,0,0,8
5,6,0.5225676999999962,0.4727220000000045,0.049845699999991666,25,7.0,1.0,1,0,0,8
5,7,0.7013243999999901,0.6473907999999966,0.053933599999993476,23,7.0,1.0,1,0,0,8
6,7,0.8425232999999963,0.7933517000000023,0.04917159999999399,24,7.0,1.0,1,0,0,8
0,1,1.597220699999994,1.49330479999999,0.10391590000000406,23,7.0,1.0,1,0,0,16
0,2,1.8943333000000138,1.7893953000000096,0.1049380000000042,28,7.0,1.0,1,0,0,16
0,3,1.926706799999991,1.8210318999999942,0.1056748999999968,28,7.0,1.0,1,0,0,16
0,4,1.5914974999999885,1.4983117999999962,0.09318569999999227,23,7.0,1.0,1,0,0,16
0,5,1.4583204000000052,1.36541840000001,0.09290199999999516,22,7.0,1.0,1,0,0,16
0,6,1.947560100000004,1.726270900000003,0.22128920000000107,26,7.0,1.0,1,0,0,16
0,7,2.1029775999999885,2.0062349999999896,0.0967425999999989,28,7.0,1.0,1,0,0,16
1,2,1.569939000000005,1.4654272000000077,0.10451179999999738,25,7.0,1.0,1,0,0,16
1,3,1.7428242999999952,1.509867799999995,0.23295650000000023,25,7.0,1.0,1,0,0,16
1,4,1.441104800000005,1.347650200000004,0.09345460000000116,20,7.0,1.0,1,0,0,16
1,5,1.2419210000000191,1.1522198000000117,0.08970120000000747,19,7.0,1.0,1,0,0,16
1,6,1.7110034999999755,1.617073299999987,0.09393019999998842,23,7.0,1.0,1,0,0,16
1,7,1.7988719999999887,1.7020339000000035,0.09683809999998516,25,7.0,1.0,1,0,0,16
2,3,1.844446199999993,1.7261120999999946,0.11833409999999844,30,7.0,1.0,1,0,0,16
2,4,1.3839215000000138,1.2754725000000064,0.10844900000000735,25,7.0,1.0,1,0,0,16
2,5,1.2651835000000062,1.1627737000000025,0.10240980000000377,24,7.0,1.0,1,0,0,16
2,6,1.6929689000000394,1.4530700000000252,0.23989890000001424,28,7.0,1.0,1,0,0,16
2,7,1.8315197999999953,1.7203619999999944,0.11115780000000086,30,7.0,1.0,1,0,0,16
3,4,1.4458606000000316,1.3373484000000246,0.10851220000000694,25,7.0,1.0,1,0,0,16
3,5,1.2954837999999995,1.1939279999999997,0.10155579999999986,24,7.0,1.0,1,0,0,16
3,6,1.7383833000000095,1.6290121000000113,0.10937119999999823,28,7.0,1.0,1,0,0,16
3,7,1.714339300000006,1.60385389999999,0.11048540000001594,30,7.0,1.0,1,0,0,16
4,5,1.259194100000002,1.1695713999999953,0.08962270000000672,19,7.0,1.0,1,0,0,16
4,6,1.588718899999975,1.4953612999999848,0.09335759999999027,23,7.0,1.0,1,0,0,16
4,7,1.951987100000025,1.8552097000000174,0.09677740000000767,25,7.0,1.0,1,0,0,16
5,6,1.4730619000000047,1.3825836999999979,0.09047820000000684,22,7.0,1.0,1,0,0,16
5,7,1.6113588999999706,1.517050299999994,0.09430859999997665,24,7.0,1.0,1,0,0,16
6,7,2.1240809999999897,2.02393619999998,0.10014480000000958,28,7.0,1.0,1,0,0,16
0,1,4.713728000000003,4.5059325,0.20779550000000313,37,7.0,1.0,1,0,0,32
0,2,4.9578731000000005,4.609392200000002,0.34848089999999843,37,7.0,1.0,1,0,0,32
0,3,4.8008625999999595,4.611417999999986,0.1894445999999732,32,7.0,1.0,1,0,0,32
0,4,4.479770900000005,4.292430499999995,0.18734040000001073,31,7.0,1.0,1,0,0,32
0,5,5.331043699999981,5.139129999999994,0.19191369999998642,35,7.0,1.0,1,0,0,32
0,6,5.6967903000000035,5.499611799999997,0.1971785000000068,36,7.0,1.0,1,0,0,32
0,7,4.4283370000000275,4.222929400000027,0.2054076000000009,34,7.0,1.0,1,0,0,32
1,2,4.960795899999994,4.7359744000000035,0.22482149999999024,42,7.0,1.0,1,0,0,32
1,3,4.4075407999999925,4.197068599999994,0.2104721999999981,37,7.0,1.0,1,0,0,32
1,4,4.041240799999969,3.8377009999999814,0.20353979999998728,36,7.0,1.0,1,0,0,32
1,5,4.8134751000000335,4.60406340000003,0.20941170000000398,40,7.0,1.0,1,0,0,32
1,6,5.015828500000055,4.8035077000000115,0.21232080000004316,41,7.0,1.0,1,0,0,32
1,7,3.907391700000062,3.5282157000000325,0.3791760000000295,39,7.0,1.0,1,0,0,32
2,3,4.457333299999959,4.09441529999998,0.3629179999999792,37,7.0,1.0,1,0,0,32
2,4,4.131377400000019,3.926879900000017,0.20449750000000222,36,7.0,1.0,1,0,0,32
2,5,4.881904200000008,4.671116999999981,0.21078720000002704,40,7.0,1.0,1,0,0,32
2,6,5.26344830000005,5.049800100000027,0.21364820000002283,41,7.0,1.0,1,0,0,32
2,7,4.426854600000013,4.204700199999991,0.22215440000002218,39,7.0,1.0,1,0,0,32
3,4,4.366532399999983,4.180961700000012,0.1855706999999711,31,7.0,1.0,1,0,0,32
3,5,5.415732199999923,5.225737899999956,0.18999429999996664,35,7.0,1.0,1,0,0,32
3,6,5.688327000000015,5.490262099999995,0.19806490000001986,36,7.0,1.0,1,0,0,32
3,7,4.3430702000000565,4.138247700000022,0.20482250000003432,34,7.0,1.0,1,0,0,32
4,5,5.039467399999978,4.681894800000009,0.35757259999996904,34,7.0,1.0,1,0,0,32
4,6,5.27690960000001,5.0818406999999866,0.19506890000002386,35,7.0,1.0,1,0,0,32
4,7,4.089886999999919,3.719407599999954,0.37047939999996515,33,7.0,1.0,1,0,0,32
5,6,6.226252200000033,6.028178400000002,0.1980738000000315,39,7.0,1.0,1,0,0,32
5,7,4.853024000000005,4.647426900000028,0.20559709999997722,37,7.0,1.0,1,0,0,32
6,7,5.128651000000048,4.917100400000038,0.21155060000000958,38,7.0,1.0,1,0,0,32
0,1,0.13426509999999325,0.11769520000001421,0.016569899999979043,16,6.5,0.5,1,4,1,2
0,2,0.1411207000000445,0.12304490000002488,0.018075800000019626,20,7.0,1.0,1,0,0,2
0,3,0.16057169999999132,0.14285990000001902,0.0177117999999723,18,7.0,1.0,1,2,0,2
0,4,0.1883916000000454,0.16850610000000188,0.01988550000004352,19,7.0,1.0,1,4,0,2
0,5,0.19578130000002147,0.17280670000002374,0.022974599999997736,24,7.0,1.0,1,3,0,2
0,6,0.2599143000000481,0.23695490000000063,0.02295940000004748,24,7.0,1.0,1,3,0,2
0,7,0.18216949999998633,0.1646509999999921,0.01751849999999422,17,6.5,0.5,1,8,1,2
1,2,0.15513820000001033,0.13844510000001264,0.016693099999997685,18,6.5,0.5,1,4,1,2
1,3,0.13490590000003522,0.11824030000002494,0.016665600000010272,16,6.5,0.5,1,4,1,2
1,4,0.1842188000000533,0.16670720000001893,0.017511600000034377,17,6.5,0.5,1,8,1,2
1,5,0.2073196999999709,0.18548899999996138,0.02183070000000953,22,6.5,0.5,1,7,1,2
1,6,0.27352999999999383,0.25165179999999054,0.02187820000000329,22,6.5,0.5,1,7,1,2
1,7,0.09564250000005359,0.08015840000001617,0.015484100000037415,15,6.0,0.0,0,4,0,2
2,3,0.19798449999996137,0.17974309999999605,0.018241399999965324,20,7.0,1.0,1,2,0,2
2,4,0.19283089999998992,0.17314150000004247,0.019689399999947454,21,7.0,1.0,1,4,0,2
2,5,0.2005683999999519,0.17640259999996033,0.024165799999991577,26,7.0,1.0,1,3,0,2
2,6,0.26406859999997323,0.24074749999999767,0.02332109999997556,26,7.0,1.0,1,3,0,2
2,7,0.3560021999999776,0.3373298999999861,0.018672299999991537,19,6.5,0.5,1,8,1,2
3,4,0.21390089999994188,0.19486809999995103,0.019032799999990857,19,7.0,1.0,1,6,0,2
3,5,0.25225119999998924,0.22560569999996005,0.026645500000029188,24,7.0,1.0,1,5,0,2
3,6,0.32151139999996303,0.2987279999999828,0.022783399999980247,24,7.0,1.0,1,5,0,2
3,7,0.18715249999996786,0.16829350000000431,0.018858999999963544,17,6.5,0.5,1,8,1,2
4,5,0.3051922000000218,0.2804347000000007,0.024757500000021082,25,7.0,1.0,1,5,0,2
4,6,0.37550999999996293,0.3505612999999812,0.024948699999981727,25,7.0,1.0,1,5,0,2
4,7,0.1751090000000204,0.15517660000000433,0.01993240000001606,18,6.5,0.5,1,4,1,2
5,6,0.34469089999998914,0.31585699999999406,0.028833899999995083,30,7.0,1.0,1,0,0,2
5,7,0.24809649999997418,0.22481799999997065,0.023278500000003532,23,6.5,0.5,1,9,1,2
6,7,0.33380149999999276,0.30970860000002176,0.024092899999970996,23,6.5,0.5,1,9,1,2
0,1,0.2734523999999965,0.2462386000000265,0.02721379999996998,18,7.0,1.0,1,2,0,4
0,2,0.31607529999996586,0.28847339999998667,0.027601899999979196,19,7.0,1.0,1,2,0,4
0,3,0.3302339000000529,0.299134400000014,0.031099500000038915,19,7.0,1.0,1,2,0,4
0,4,0.43858850000003713,0.40357920000002423,0.0350093000000129,24,7.0,1.0,1,2,0,4
0,5,0.44161470000000236,0.4068303999999898,0.034784300000012536,24,7.0,1.0,1,2,0,4
0,6,0.45017780000000585,0.41856110000003355,0.0316166999999723,19,7.0,1.0,1,0,0,4
0,7,0.3016662999999653,0.2745193999999742,0.027146899999991092,20,7.0,1.0,1,0,0,4
1,2,0.2984585999999467,0.270748699999956,0.02770989999999074,19,7.0,1.0,1,0,0,4
1,3,0.29489300000000185,0.2622817000000168,0.03261129999998502,19,7.0,1.0,1,0,0,4
1,4,0.39824750000002496,0.3629146000000105,0.03533290000001443,24,7.0,1.0,1,0,0,4
1,5,0.41163170000004357,0.3745356000000015,0.03709610000004204,24,7.0,1.0,1,0,0,4
1,6,0.3389344999999935,0.30889669999999114,0.030037800000002335,19,7.0,1.0,1,2,0,4
1,7,0.42432799999994586,0.39655119999997623,0.027776799999969626,20,7.0,1.0,1,2,0,4
2,3,0.36289480000004914,0.32972080000001824,0.0331740000000309,20,7.0,1.0,1,0,0,4
2,4,0.4642933000000653,0.4274056000000428,0.036887700000022505,25,7.0,1.0,1,0,0,4
2,5,0.47547439999999597,0.436659700000007,0.03881469999998899,25,7.0,1.0,1,0,0,4
2,6,0.3841342000000054,0.352431700000011,0.031702499999994416,20,7.0,1.0,1,2,0,4
2,7,0.3977557000000047,0.3696916000000101,0.028064099999994596,21,7.0,1.0,1,2,0,4
3,4,0.5762229999999704,0.5376354999999648,0.03858750000000555,25,7.0,1.0,1,0,0,4
3,5,0.47964510000002747,0.4397799000000191,0.03986520000000837,25,7.0,1.0,1,0,0,4
3,6,0.4604870999999662,0.425974999999994,0.03451209999997218,20,7.0,1.0,1,2,0,4
3,7,0.3702944999999431,0.340085399999964,0.030209099999979117,21,7.0,1.0,1,2,0,4
4,5,0.7468741999999793,0.702699799999948,0.044174400000031255,30,7.0,1.0,1,0,0,4
4,6,0.43644150000005766,0.3971124000000259,0.03932910000003176,25,7.0,1.0,1,2,0,4
4,7,0.4000695999999948,0.3638823000000002,0.03618729999999459,26,7.0,1.0,1,2,0,4
5,6,0.4437444999999798,0.4046252999999638,0.03911920000001601,25,7.0,1.0,1,2,0,4
5,7,0.41121370000007573,0.3755923000000507,0.035621400000025005,26,7.0,1.0,1,2,0,4
6,7,0.37559750000002623,0.3448321000000192,0.030765400000007048,21,7.0,1.0,1,0,0,4
0,1,0.6266131000000996,0.5724786000000677,0.05413450000003195,23,7.0,1.0,1,0,0,8
0,2,0.6454504000000725,0.5936423000000559,0.051808100000016566,23,7.0,1.0,1,0,0,8
0,3,0.6749463999999534,0.6163520999999719,0.05859429999998156,28,7.0,1.0,1,0,0,8
0,4,0.8180077999999185,0.7576751999999942,0.06033259999992424,28,7.0,1.0,1,0,0,8
0,5,0.5227989999999636,0.47249839999994947,0.05030060000001413,23,7.0,1.0,1,0,0,8
0,6,0.44142759999999726,0.39575360000003457,0.04567399999996269,24,7.0,1.0,1,0,0,8
0,7,0.6192422999999962,0.5710990999999694,0.04814320000002681,22,7.0,1.0,1,0,0,8
1,2,0.8631550999998581,0.8117662999999311,0.05138879999992696,24,7.0,1.0,1,0,0,8
1,3,0.8452502000000095,0.7850808000000598,0.060169399999949746,29,7.0,1.0,1,0,0,8
1,4,0.9849223000001075,0.9245873000000984,0.06033500000000913,29,7.0,1.0,1,0,0,8
1,5,0.7072487000000365,0.6548732999999629,0.05237540000007357,24,7.0,1.0,1,0,0,8
1,6,0.853058400000009,0.8047665999999936,0.04829180000001543,25,7.0,1.0,1,0,0,8
1,7,0.6957092999999759,0.6448715999999877,0.05083769999998822,23,7.0,1.0,1,0,0,8
2,3,0.7725375999998505,0.7042624999999134,0.06827509999993708,29,7.0,1.0,1,0,0,8
2,4,0.9100475000000188,0.722621600000025,0.18742589999999382,29,7.0,1.0,1,0,0,8
2,5,0.6704194999998663,0.6160364999999501,0.05438299999991614,24,7.0,1.0,1,0,0,8
2,6,0.6491108000000168,0.5977821000000176,0.05132869999999912,25,7.0,1.0,1,0,0,8
2,7,0.7105938000000833,0.6587761000000683,0.051817700000015066,23,7.0,1.0,1,0,0,8
3,4,0.9900113999999576,0.9195386999999755,0.07047269999998207,34,7.0,1.0,1,0,0,8
3,5,0.6505844999999226,0.5879315999999335,0.06265289999998913,29,7.0,1.0,1,0,0,8
3,6,0.6918598999999404,0.6334163999999873,0.05844349999995302,30,7.0,1.0,1,0,0,8
3,7,0.7306133000000727,0.6692131000000927,0.06140019999998003,28,7.0,1.0,1,0,0,8
4,5,0.6581955999999991,0.5960115000000314,0.06218409999996766,29,7.0,1.0,1,0,0,8
4,6,0.7088291999999683,0.6465202000000545,0.062308999999913794,30,7.0,1.0,1,0,0,8
4,7,0.7467176000000109,0.6826100000000679,0.06410759999994298,28,7.0,1.0,1,0,0,8
5,6,0.5267853999999943,0.47529450000001816,0.051490899999976136,25,7.0,1.0,1,0,0,8
5,7,0.8262040999999272,0.7717767999999978,0.054427299999929346,23,7.0,1.0,1,0,0,8
6,7,0.7286377000000357,0.6759955999999647,0.05264210000007097,24,7.0,1.0,1,0,0,8
0,1,1.7119506000000229,1.6193331000000626,0.09261749999996027,23,7.0,1.0,1,0,0,16
0,2,1.8421813999999586,1.7371700999999575,0.10501130000000103,28,7.0,1.0,1,0,0,16
0,3,1.94906739999999,1.713466100000005,0.2356012999999848,28,7.0,1.0,1,0,0,16
0,4,1.7603937000000087,1.6645627999999988,0.09583090000000993,23,7.0,1.0,1,0,0,16
0,5,1.5093047999999953,1.4192992000000686,0.09000559999992674,22,7.0,1.0,1,0,0,16
0,6,1.897258000000079,1.7921621000000414,0.10509590000003755,26,7.0,1.0,1,0,0,16
0,7,2.117989699999953,2.019537499999956,0.09845219999999699,28,7.0,1.0,1,0,0,16
1,2,1.7328899999999976,1.6230702999999949,0.10981970000000274,25,7.0,1.0,1,0,0,16
1,3,1.6263745999999628,1.5201015000000098,0.10627309999995305,25,7.0,1.0,1,0,0,16
1,4,1.4902159999999185,1.394805599999927,0.09541039999999157,20,7.0,1.0,1,0,0,16
1,5,1.249082299999941,1.1568442999999888,0.09223799999995208,19,7.0,1.0,1,0,0,16
1,6,1.739099699999997,1.645269399999961,0.093830300000036,23,7.0,1.0,1,0,0,16
1,7,1.8181197999999767,1.7180256000000327,0.10009419999994407,25,7.0,1.0,1,0,0,16
2,3,1.8556198999999651,1.7385328999999956,0.11708699999996952,30,7.0,1.0,1,0,0,16
2,4,1.391663200000039,1.2853221000000303,0.10634110000000874,25,7.0,1.0,1,0,0,16
2,5,1.4079640999999583,1.1725924999999506,0.23537160000000767,24,7.0,1.0,1,0,0,16
2,6,1.5758518000001231,1.4681947000000264,0.10765710000009676,28,7.0,1.0,1,0,0,16
2,7,1.8398247000000083,1.7290534999999636,0.1107712000000447,30,7.0,1.0,1,0,0,16
3,4,1.4173748000000614,1.311196300000006,0.10617850000005546,25,7.0,1.0,1,0,0,16
3,5,1.3032043999999132,1.1990370999999413,0.10416729999997187,24,7.0,1.0,1,0,0,16
3,6,1.7441641000000345,1.636150100000009,0.10801400000002559,28,7.0,1.0,1,0,0,16
3,7,1.7129958000000443,1.602733300000068,0.11026249999997617,30,7.0,1.0,1,0,0,16
4,5,1.2510832000000391,1.0241469000000052,0.22693630000003395,19,7.0,1.0,1,0,0,16
4,6,1.7357114000001275,1.5026277000000619,0.23308370000006562,23,7.0,1.0,1,0,0,16
4,7,1.8107202000001053,1.7129008000000567,0.09781940000004852,25,7.0,1.0,1,0,0,16
5,6,1.4631354000000556,1.3734634000001051,0.08967199999995046,22,7.0,1.0,1,0,0,16
5,7,1.7669773000000077,1.6740436000000045,0.09293370000000323,24,7.0,1.0,1,0,0,16
6,7,1.9830551000000014,1.883658999999966,0.0993961000000354,28,7.0,1.0,1,0,0,16
0,1,4.735015299999986,4.528901399999995,0.2061138999999912,37,7.0,1.0,1,0,0,32
0,2,4.941647600000124,4.73709000000008,0.20455760000004375,37,7.0,1.0,1,0,0,32
0,3,4.800423499999965,4.6057296999999835,0.19469379999998182,32,7.0,1.0,1,0,0,32
0,4,4.465466300000003,4.277936199999999,0.18753010000000359,31,7.0,1.0,1,0,0,32
0,5,5.330464699999993,5.137145099999998,0.19331959999999526,35,7.0,1.0,1,0,0,32
0,6,5.719313799999895,5.525585799999931,0.1937279999999646,36,7.0,1.0,1,0,0,32
0,7,4.365791599999966,4.151612099999966,0.2141795000000002,34,7.0,1.0,1,0,0,32
1,2,5.132421200000067,4.7561450000000605,0.3762762000000066,42,7.0,1.0,1,0,0,32
1,3,4.283173600000055,4.07437809999999,0.20879550000006475,37,7.0,1.0,1,0,0,32
1,4,4.231701300000054,3.875375800000029,0.3563255000000254,36,7.0,1.0,1,0,0,32
1,5,4.824467099999993,4.617077300000005,0.2073897999999872,40,7.0,1.0,1,0,0,32
1,6,5.190793900000131,4.975165000000061,0.21562890000006973,41,7.0,1.0,1,0,0,32
1,7,3.9319580999999744,3.707972799999993,0.22398529999998118,39,7.0,1.0,1,0,0,32
2,3,4.293911299999991,4.086465399999952,0.20744590000003882,37,7.0,1.0,1,0,0,32
2,4,4.125910599999997,3.922002799999973,0.2039078000000245,36,7.0,1.0,1,0,0,32
2,5,4.894004900000141,4.527325100000098,0.36667980000004263,40,7.0,1.0,1,0,0,32
2,6,5.263767600000051,4.8882118999999875,0.37555570000006355,41,7.0,1.0,1,0,0,32
2,7,4.425248799999849,4.203104999999937,0.22214379999991252,39,7.0,1.0,1,0,0,32
3,4,4.552431899999988,4.3656294999999545,0.18680240000003323,31,7.0,1.0,1,0,0,32
3,5,5.272414500000082,5.080489400000033,0.1919251000000486,35,7.0,1.0,1,0,0,32
3,6,5.614566600000103,5.419472000000042,0.1950946000000613,36,7.0,1.0,1,0,0,32
3,7,4.507553899999948,4.302769699999999,0.20478419999994912,34,7.0,1.0,1,0,0,32
4,5,4.866555500000004,4.676457400000004,0.19009810000000016,34,7.0,1.0,1,0,0,32
4,6,5.453642299999956,5.092891799999961,0.36075049999999464,35,7.0,1.0,1,0,0,32
4,7,3.9158479999999827,3.713870199999974,0.20197780000000876,33,7.0,1.0,1,0,0,32
5,6,6.21770099999992,5.850315799999976,0.36738519999994423,39,7.0,1.0,1,0,0,32
5,7,4.8687104000000545,4.660911700000042,0.2077987000000121,37,7.0,1.0,1,0,0,32
6,7,5.13364219999994,4.924852999999985,0.2087891999999556,38,7.0,1.0,1,0,0,32
0,1,0.1332436999998663,0.1172762999999577,0.015967399999908594,16,6.5,0.5,1,4,1,2
0,2,0.14298489999998765,0.12391539999998713,0.019069500000000517,20,7.0,1.0,1,0,0,2
0,3,0.16690540000001874,0.14871690000006765,0.01818849999995109,18,7.0,1.0,1,2,0,2
0,4,0.18803509999997914,0.168166000000042,0.019869099999937134,19,7.0,1.0,1,4,0,2
