Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Object Instances,Average Number of Materials,Largest Type Object Set,Cost,Lane Optionality,n
1,6,0.3933287999998356,0.37115769999991244,0.02217109999992317,22,6.5,0.5,1,7,1,2
1,7,0.0941821000001255,0.07893890000013926,0.015243199999986246,15,6.0,0.0,0,4,0,2
2,3,0.20159910000006676,0.18293850000009115,0.018660599999975602,20,7.0,1.0,1,2,0,2
2,4,0.197337300000072,0.17705720000003566,0.020280100000036327,21,7.0,1.0,1,4,0,2
2,5,0.20310449999988123,0.1788899999999103,0.02421449999997094,26,7.0,1.0,1,3,0,2
2,6,0.2691376999998738,0.2453390999999101,0.0237985999999637,26,7.0,1.0,1,3,0,2
2,7,0.21202019999986987,0.19236430000000837,0.019655899999861504,19,6.5,0.5,1,8,1,2
3,4,0.21825909999984106,0.19860019999987344,0.019658899999967616,19,7.0,1.0,1,6,0,2
3,5,0.2439796999999544,0.22100139999997737,0.022978299999977025,24,7.0,1.0,1,5,0,2
3,6,0.3232904999999846,0.299746099999993,0.023544399999991583,24,7.0,1.0,1,5,0,2
3,7,0.18714399999998932,0.1677683000000343,0.01937569999995503,17,6.5,0.5,1,8,1,2
4,5,0.30676579999999376,0.2819588999998359,0.02480690000015784,25,7.0,1.0,1,5,0,2
4,6,0.3754609000000073,0.34925459999999475,0.02620630000001256,25,7.0,1.0,1,5,0,2
4,7,0.1728081999999631,0.15322730000002593,0.019580899999937174,18,6.5,0.5,1,4,1,2
5,6,0.46245970000018133,0.4326226000000588,0.02983710000012252,30,7.0,1.0,1,0,0,2
5,7,0.25068700000019817,0.2267212000001564,0.02396580000004178,23,6.5,0.5,1,9,1,2
6,7,0.33158159999993586,0.3083737999997993,0.023207800000136558,23,6.5,0.5,1,9,1,2
0,1,0.3880357999998978,0.3604731999998876,0.027562600000010207,18,7.0,1.0,1,2,0,4
0,2,0.3126633999997921,0.28541649999988294,0.027246899999909147,19,7.0,1.0,1,2,0,4
0,3,0.3299392000001262,0.2999371000000792,0.030002100000046994,19,7.0,1.0,1,2,0,4
0,4,0.42958920000000944,0.3944695000000138,0.035119699999995646,24,7.0,1.0,1,2,0,4
0,5,0.4510265999999774,0.4155221999999412,0.035504400000036185,24,7.0,1.0,1,2,0,4
0,6,0.3386782999998559,0.3079150999999456,0.030763199999910285,19,7.0,1.0,1,0,0,4
0,7,0.301910700000235,0.2755460000000767,0.026364700000158336,20,7.0,1.0,1,0,0,4
1,2,0.416897199999994,0.38833150000004935,0.028565699999944627,19,7.0,1.0,1,0,0,4
1,3,0.2954849000000195,0.264127500000086,0.03135739999993348,19,7.0,1.0,1,0,0,4
1,4,0.4012072000000444,0.36509939999996277,0.036107800000081625,24,7.0,1.0,1,0,0,4
1,5,0.4146920000002865,0.3775995000000876,0.037092500000198925,24,7.0,1.0,1,0,0,4
1,6,0.3441947000001164,0.3133748000000196,0.030819900000096823,19,7.0,1.0,1,2,0,4
1,7,0.31333840000002056,0.285294199999953,0.028044200000067576,20,7.0,1.0,1,2,0,4
2,3,0.364880200000016,0.33280039999999644,0.03207980000001953,20,7.0,1.0,1,0,0,4
2,4,0.5871537000000444,0.5496166000000358,0.03753710000000865,25,7.0,1.0,1,0,0,4
2,5,0.4817641999998159,0.44338939999988725,0.038374799999928655,25,7.0,1.0,1,0,0,4
2,6,0.39046349999989616,0.3586131999998088,0.03185030000008737,20,7.0,1.0,1,2,0,4
2,7,0.40072280000003957,0.3723797000000104,0.028343100000029153,21,7.0,1.0,1,2,0,4
3,4,0.4668927000000167,0.4263647000000219,0.04052799999999479,25,7.0,1.0,1,0,0,4
3,5,0.48112529999980325,0.44043029999988903,0.040694999999914216,25,7.0,1.0,1,0,0,4
3,6,0.5859023000000434,0.5519815000000108,0.033920800000032614,20,7.0,1.0,1,2,0,4
3,7,0.3778964000000542,0.3471107000000302,0.030785700000024008,21,7.0,1.0,1,2,0,4
4,5,0.6392333000001145,0.5933792000000722,0.04585410000004231,30,7.0,1.0,1,0,0,4
4,6,0.4436025999998492,0.40390129999991586,0.039701299999933326,25,7.0,1.0,1,2,0,4
4,7,0.40788290000000416,0.37151779999999235,0.03636510000001181,26,7.0,1.0,1,2,0,4
5,6,0.5667591000001266,0.5274296000000049,0.0393295000001217,25,7.0,1.0,1,2,0,4
5,7,0.4185695000001033,0.3828253000001496,0.03574419999995371,26,7.0,1.0,1,2,0,4
6,7,0.3709182000000055,0.33987389999992956,0.031044300000075964,21,7.0,1.0,1,0,0,4
0,1,0.7426848999998583,0.6936946999999236,0.0489901999999347,23,7.0,1.0,1,0,0,8
0,2,0.5282371000000694,0.4774443000001156,0.050792799999953786,23,7.0,1.0,1,0,0,8
0,3,0.8151073999997607,0.7505684999998721,0.0645388999998886,28,7.0,1.0,1,0,0,8
0,4,0.7022031999999854,0.6430774999998903,0.059125700000095094,28,7.0,1.0,1,0,0,8
0,5,0.5263520000000881,0.47550780000005943,0.05084420000002865,23,7.0,1.0,1,0,0,8
0,6,0.44510860000013963,0.3974514999999883,0.04765710000015133,24,7.0,1.0,1,0,0,8
0,7,0.74734669999998,0.5717532999999548,0.1755934000000252,22,7.0,1.0,1,0,0,8
1,2,0.746213699999771,0.6929579999998623,0.05325569999990876,24,7.0,1.0,1,0,0,8
1,3,0.9769358000000921,0.9148490000000038,0.06208680000008826,29,7.0,1.0,1,0,0,8
1,4,0.8618428000002041,0.8002564000000802,0.06158640000012383,29,7.0,1.0,1,0,0,8
1,5,0.8326971999999842,0.7792434000000412,0.05345379999994293,24,7.0,1.0,1,0,0,8
1,6,0.7224985999998808,0.6735023999999612,0.048996199999919554,25,7.0,1.0,1,0,0,8
1,7,0.6966738999999507,0.6455485999999837,0.051125299999966956,23,7.0,1.0,1,0,0,8
2,3,0.9000039000000015,0.8371759999999995,0.06282790000000205,29,7.0,1.0,1,0,0,8
2,4,0.7942321999998967,0.7303485999998429,0.06388360000005378,29,7.0,1.0,1,0,0,8
2,5,0.803699800000004,0.7480133999999907,0.055686400000013236,24,7.0,1.0,1,0,0,8
2,6,0.5325138000000607,0.4809107999999469,0.05160300000011375,25,7.0,1.0,1,0,0,8
2,7,0.7183325999999397,0.6645816000000195,0.05375099999992017,23,7.0,1.0,1,0,0,8
3,4,1.0012527999997474,0.8018729999998868,0.19937979999986055,34,7.0,1.0,1,0,0,8
3,5,0.7889817000000221,0.7257548000000043,0.06322690000001785,29,7.0,1.0,1,0,0,8
3,6,0.571466300000111,0.5124252000000524,0.05904110000005858,30,7.0,1.0,1,0,0,8
3,7,0.7429584999999861,0.6817790000000059,0.06117949999998018,28,7.0,1.0,1,0,0,8
4,5,0.8055995000001985,0.7432650000000649,0.06233450000013363,29,7.0,1.0,1,0,0,8
4,6,0.586627099999987,0.5268045000000257,0.05982259999996131,30,7.0,1.0,1,0,0,8
4,7,0.7591805999998087,0.6981227999999646,0.061057799999844065,28,7.0,1.0,1,0,0,8
5,6,0.663188400000081,0.6127120000001014,0.05047639999997955,25,7.0,1.0,1,0,0,8
5,7,0.7132458999999471,0.6586260999999922,0.05461979999995492,23,7.0,1.0,1,0,0,8
6,7,0.7338787999999568,0.6828445999999531,0.05103420000000369,24,7.0,1.0,1,0,0,8
0,1,1.7625337000001764,1.6640572000001157,0.0984765000000607,23,7.0,1.0,1,0,0,16
0,2,1.8149215999999342,1.7090722999998889,0.10584930000004533,28,7.0,1.0,1,0,0,16
0,3,1.9782388999999512,1.7361664000000019,0.2420724999999493,28,7.0,1.0,1,0,0,16
0,4,1.6291736000000583,1.5348954999999478,0.0942781000001105,23,7.0,1.0,1,0,0,16
0,5,1.6366761000001588,1.5442254000001867,0.09245069999997213,22,7.0,1.0,1,0,0,16
0,6,1.8414530000002287,1.747154600000158,0.09429840000007061,26,7.0,1.0,1,0,0,16
0,7,2.145974000000024,2.044830900000079,0.10114309999994475,28,7.0,1.0,1,0,0,16
1,2,1.5967493000000559,1.4889270999999553,0.10782220000010057,25,7.0,1.0,1,0,0,16
1,3,1.7688691000000745,1.6604319000000487,0.10843720000002577,25,7.0,1.0,1,0,0,16
1,4,1.4663405999999668,1.3729309000000285,0.09340969999993831,20,7.0,1.0,1,0,0,16
1,5,1.2695914000000812,1.1789618000000246,0.0906296000000566,19,7.0,1.0,1,0,0,16
1,6,1.6150749999999334,1.5187135999999555,0.09636139999997795,23,7.0,1.0,1,0,0,16
1,7,1.988251999999875,1.8888747999999396,0.09937719999993533,25,7.0,1.0,1,0,0,16
2,3,1.7544342999999571,1.6348364999998921,0.11959780000006504,30,7.0,1.0,1,0,0,16
2,4,1.5553847999999562,1.4468429000000924,0.10854189999986374,25,7.0,1.0,1,0,0,16
2,5,1.2943218000000343,1.1919617999999446,0.10236000000008971,24,7.0,1.0,1,0,0,16
2,6,1.5990770999999313,1.492058199999974,0.10701889999995728,28,7.0,1.0,1,0,0,16
2,7,1.8630871000000297,1.750265200000058,0.11282189999997172,30,7.0,1.0,1,0,0,16
3,4,1.427629399999887,1.3216476000000057,0.10598179999988133,25,7.0,1.0,1,0,0,16
3,5,1.3203800999999658,1.2184174999999868,0.10196259999997892,24,7.0,1.0,1,0,0,16
3,6,1.756086699999969,1.6492092000000866,0.10687749999988228,28,7.0,1.0,1,0,0,16
3,7,1.7308470999998917,1.6205347000000074,0.11031239999988429,30,7.0,1.0,1,0,0,16
4,5,1.2767541999996865,1.1867344999998295,0.09001969999985704,19,7.0,1.0,1,0,0,16
4,6,1.640233599999874,1.543621099999882,0.096612499999992,23,7.0,1.0,1,0,0,16
4,7,1.9970233999999891,1.8974986000000627,0.09952479999992647,25,7.0,1.0,1,0,0,16
5,6,1.5009677000000465,1.4053750000000491,0.09559269999999742,22,7.0,1.0,1,0,0,16
5,7,1.643897600000173,1.5477149000000736,0.09618270000009943,24,7.0,1.0,1,0,0,16
6,7,2.1654253999997763,2.0650148999998237,0.10041049999995266,28,7.0,1.0,1,0,0,16
0,1,4.897807400000147,4.6848533000002135,0.21295409999993353,37,7.0,1.0,1,0,0,32
0,2,4.959041699999943,4.751664800000071,0.20737689999987197,37,7.0,1.0,1,0,0,32
0,3,4.819785400000001,4.626376199999868,0.19340920000013284,32,7.0,1.0,1,0,0,32
0,4,4.654776200000015,4.465559599999779,0.1892166000002362,31,7.0,1.0,1,0,0,32
0,5,5.332947899999908,5.138906700000007,0.19404119999990144,35,7.0,1.0,1,0,0,32
0,6,5.729777600000034,5.53456929999993,0.19520830000010392,36,7.0,1.0,1,0,0,32
0,7,4.629957199999808,4.246797599999809,0.38315959999999905,34,7.0,1.0,1,0,0,32
1,2,5.154347199999847,4.921208300000217,0.23313889999963067,42,7.0,1.0,1,0,0,32
1,3,4.394576900000175,4.18397240000013,0.21060450000004494,37,7.0,1.0,1,0,0,32
1,4,4.19437169999992,3.9919370000002345,0.2024346999996851,36,7.0,1.0,1,0,0,32
1,5,4.834070500000053,4.618707099999938,0.21536340000011478,40,7.0,1.0,1,0,0,32
1,6,5.207117099999778,4.81577470000002,0.3913423999997576,41,7.0,1.0,1,0,0,32
1,7,4.022363299999597,3.614152899999681,0.40821039999991626,39,7.0,1.0,1,0,0,32
2,3,4.469735099999525,4.260410699999738,0.2093243999997867,37,7.0,1.0,1,0,0,32
2,4,4.313945700000204,4.102482100000088,0.21146360000011555,36,7.0,1.0,1,0,0,32
2,5,5.076729300000352,4.8617253000002165,0.21500400000013542,40,7.0,1.0,1,0,0,32
2,6,5.2580683999999565,5.032908700000007,0.22515969999994923,41,7.0,1.0,1,0,0,32
2,7,4.575043299999834,4.351505999999972,0.22353729999986172,39,7.0,1.0,1,0,0,32
3,4,4.575774899999942,4.384920199999669,0.19085470000027271,31,7.0,1.0,1,0,0,32
3,5,5.25811320000048,5.059716000000208,0.19839720000027228,35,7.0,1.0,1,0,0,32
3,6,5.778255700000045,5.5769617999999355,0.20129390000010972,36,7.0,1.0,1,0,0,32
3,7,4.4881703000000925,4.096635200000037,0.39153510000005554,34,7.0,1.0,1,0,0,32
4,5,5.250112300000183,4.86700860000019,0.3831036999999924,34,7.0,1.0,1,0,0,32
4,6,5.273942199999965,5.074586100000033,0.19935609999993176,35,7.0,1.0,1,0,0,32
4,7,4.2182388999995055,3.8221762999996827,0.39606259999982285,33,7.0,1.0,1,0,0,32
5,6,6.282025200000135,6.082534200000282,0.19949099999985265,39,7.0,1.0,1,0,0,32
5,7,5.046658899999784,4.641526700000213,0.40513219999957073,37,7.0,1.0,1,0,0,32
6,7,5.095726799999738,4.8816093000000365,0.21411749999970198,38,7.0,1.0,1,0,0,32
0,1,0.13755069999979241,0.12105440000004819,0.016496299999744224,16,6.5,0.5,1,4,1,2
0,2,0.14614920000030907,0.1271590000001197,0.01899020000018936,20,7.0,1.0,1,0,0,2
0,3,0.1651096000000507,0.14640659999986383,0.018703000000186876,18,7.0,1.0,1,2,0,2
0,4,0.1921466999997392,0.17253519999985656,0.019611499999882653,19,7.0,1.0,1,4,0,2
0,5,0.19917329999952926,0.17650159999993775,0.02267169999959151,24,7.0,1.0,1,3,0,2
0,6,0.2661412000002201,0.2420003000001998,0.024140900000020338,24,7.0,1.0,1,3,0,2
0,7,0.18962610000016866,0.17088180000018838,0.018744299999980285,17,6.5,0.5,1,8,1,2
1,2,0.16042090000019016,0.14309529999991355,0.01732560000027661,18,6.5,0.5,1,4,1,2
1,3,0.1385096999997586,0.12143539999988207,0.01707429999987653,16,6.5,0.5,1,4,1,2
1,4,0.18764220000002751,0.16963480000003983,0.018007399999987683,17,6.5,0.5,1,8,1,2
1,5,0.21537469999975656,0.19290219999993496,0.022472499999821594,22,6.5,0.5,1,7,1,2
1,6,0.28201780000017607,0.26008180000007997,0.0219360000000961,22,6.5,0.5,1,7,1,2
1,7,0.20673800000031406,0.1917806000001292,0.014957400000184862,15,6.0,0.0,0,4,0,2
2,3,0.20270759999948496,0.18373179999980493,0.01897579999968002,20,7.0,1.0,1,2,0,2
2,4,0.20001760000013746,0.1788024000002224,0.021215199999915058,21,7.0,1.0,1,4,0,2
2,5,0.20411550000017087,0.17973990000018603,0.024375599999984843,26,7.0,1.0,1,3,0,2
2,6,0.27259159999994154,0.2488391000001684,0.023752499999773136,26,7.0,1.0,1,3,0,2
2,7,0.2178502999995544,0.19891379999990022,0.01893649999965419,19,6.5,0.5,1,8,1,2
3,4,0.2171288999998069,0.19768359999989116,0.019445299999915733,19,7.0,1.0,1,6,0,2
3,5,0.2469704999998612,0.22306939999998576,0.02390109999987544,24,7.0,1.0,1,5,0,2
3,6,0.32175049999978,0.2984695999998621,0.023280899999917892,24,7.0,1.0,1,5,0,2
3,7,0.19049050000012357,0.17176130000007106,0.018729200000052515,17,6.5,0.5,1,8,1,2
4,5,0.30537219999996523,0.2804055999999946,0.02496659999997064,25,7.0,1.0,1,5,0,2
4,6,0.38194460000022445,0.3571172000001752,0.024827400000049238,25,7.0,1.0,1,5,0,2
4,7,0.1759895999998662,0.15635789999987537,0.019631699999990815,18,6.5,0.5,1,4,1,2
5,6,0.3536101999998209,0.32454980000011346,0.029060399999707442,30,7.0,1.0,1,0,0,2
5,7,0.250228700000207,0.22564950000014505,0.024579200000061974,23,6.5,0.5,1,9,1,2
6,7,0.4518503999997847,0.42782260000012684,0.024027799999657873,23,6.5,0.5,1,9,1,2
0,1,0.27877370000032897,0.25089280000020153,0.02788090000012744,18,7.0,1.0,1,2,0,4
0,2,0.32155969999985246,0.29373820000000705,0.0278214999998454,19,7.0,1.0,1,2,0,4
0,3,0.4575534000000516,0.42726829999992333,0.030285100000128296,19,7.0,1.0,1,2,0,4
0,4,0.44424979999985226,0.40698799999972834,0.03726180000012391,24,7.0,1.0,1,2,0,4
0,5,0.4556916999999885,0.419778800000131,0.03591289999985747,24,7.0,1.0,1,2,0,4
0,6,0.33452370000031806,0.3039821000002121,0.030541600000105973,19,7.0,1.0,1,0,0,4
0,7,0.3094749000001684,0.28298670000003767,0.026488200000130746,20,7.0,1.0,1,0,0,4
1,2,0.30373450000024604,0.2742828999998892,0.029451600000356848,19,7.0,1.0,1,0,0,4
1,3,0.4179048999999395,0.3849562000000333,0.03294869999990624,19,7.0,1.0,1,0,0,4
1,4,0.4036636999999246,0.3661432999997487,0.03752040000017587,24,7.0,1.0,1,0,0,4
1,5,0.4132313999998587,0.3769969999998466,0.0362344000000121,24,7.0,1.0,1,0,0,4
1,6,0.34457309999970676,0.31360959999983606,0.03096349999987069,19,7.0,1.0,1,2,0,4
1,7,0.31470450000006167,0.28717710000000807,0.027527400000053603,20,7.0,1.0,1,2,0,4
2,3,0.3695005999998102,0.33752689999982977,0.031973699999980454,20,7.0,1.0,1,0,0,4
2,4,0.5984914999994544,0.5599503999997069,0.03854109999974753,25,7.0,1.0,1,0,0,4
2,5,0.48310970000011366,0.44552939999994123,0.03758030000017243,25,7.0,1.0,1,0,0,4
2,6,0.3930025999998179,0.36111680000021806,0.03188579999959984,20,7.0,1.0,1,2,0,4
2,7,0.4080052999997861,0.3792714999999589,0.02873379999982717,21,7.0,1.0,1,2,0,4
3,4,0.4718210999999428,0.43192679999992833,0.03989430000001448,25,7.0,1.0,1,0,0,4
3,5,0.48828299999968294,0.4486349999997401,0.03964799999994284,25,7.0,1.0,1,0,0,4
3,6,0.5934131000003617,0.5587794000002759,0.03463370000008581,20,7.0,1.0,1,2,0,4
3,7,0.3798751000003904,0.34841400000004796,0.03146110000034241,21,7.0,1.0,1,2,0,4
4,5,0.6337628999999652,0.5871588999998494,0.046604000000115775,30,7.0,1.0,1,0,0,4
4,6,0.43963239999993675,0.3997229999999945,0.03990939999994225,25,7.0,1.0,1,2,0,4
4,7,0.4036226000002898,0.3656313000001319,0.037991300000157935,26,7.0,1.0,1,2,0,4
5,6,0.5712508000001435,0.5300600000000486,0.041190800000094896,25,7.0,1.0,1,2,0,4
5,7,0.4171544000000722,0.38024859999995897,0.03690580000011323,26,7.0,1.0,1,2,0,4
6,7,0.37564990000009857,0.34362830000009126,0.03202160000000731,21,7.0,1.0,1,0,0,4
0,1,0.7490972000000511,0.6995378999999957,0.04955930000005537,23,7.0,1.0,1,0,0,8
0,2,0.524448200000279,0.4745508000000882,0.04989740000019083,23,7.0,1.0,1,0,0,8
0,3,0.6792485999999371,0.6205282999999326,0.0587203000000045,28,7.0,1.0,1,0,0,8
0,4,0.831041500000083,0.7716706999999587,0.05937080000012429,28,7.0,1.0,1,0,0,8
0,5,0.523023899999771,0.47312289999990753,0.049900999999863416,23,7.0,1.0,1,0,0,8
0,6,0.45325150000053327,0.40643530000033934,0.04681620000019393,24,7.0,1.0,1,0,0,8
0,7,0.7457104000000072,0.6968400000000656,0.04887039999994158,22,7.0,1.0,1,0,0,8
1,2,0.7544032000005245,0.6999736000002486,0.05442960000027597,24,7.0,1.0,1,0,0,8
1,3,0.9917316000000937,0.9304584000001341,0.061273199999959616,29,7.0,1.0,1,0,0,8
1,4,0.8874532999998337,0.8242024000001038,0.06325089999972988,29,7.0,1.0,1,0,0,8
1,5,0.7160445999998046,0.6622778000000835,0.053766799999721115,24,7.0,1.0,1,0,0,8
1,6,0.8667912999999317,0.8166403000000173,0.05015099999991435,25,7.0,1.0,1,0,0,8
1,7,0.7116642999999385,0.6588784000000487,0.05278589999988981,23,7.0,1.0,1,0,0,8
2,3,0.9102263999998286,0.8450075000000652,0.06521889999976338,29,7.0,1.0,1,0,0,8
2,4,0.8008362999999008,0.7369304999997439,0.06390580000015689,29,7.0,1.0,1,0,0,8
2,5,0.6886345999996593,0.63415649999979,0.0544780999998693,24,7.0,1.0,1,0,0,8
2,6,0.662713800000347,0.4857534000002488,0.17696040000009816,25,7.0,1.0,1,0,0,8
2,7,0.7223354000002473,0.6683747000001858,0.05396070000006148,23,7.0,1.0,1,0,0,8
3,4,1.0148103999999876,0.9437165999997887,0.07109380000019883,34,7.0,1.0,1,0,0,8
3,5,0.6569259000002603,0.5945851000001312,0.06234080000012909,29,7.0,1.0,1,0,0,8
3,6,0.6982349999998405,0.6385615999997754,0.05967340000006516,30,7.0,1.0,1,0,0,8
3,7,0.737815600000431,0.6734590000000935,0.0643566000003375,28,7.0,1.0,1,0,0,8
4,5,0.6821018999999069,0.6177154000001792,0.06438649999972768,29,7.0,1.0,1,0,0,8
4,6,0.8281120999999985,0.5426164000000426,0.28549569999995583,30,7.0,1.0,1,0,0,8
4,7,0.7697954000004756,0.7053196000001662,0.06447580000030939,28,7.0,1.0,1,0,0,8
5,6,0.6627788000000692,0.6094256000001224,0.05335319999994681,25,7.0,1.0,1,0,0,8
5,7,0.7139304999996057,0.6591970999998011,0.05473339999980453,23,7.0,1.0,1,0,0,8
6,7,0.72870950000015,0.680239000000256,0.048470499999893946,24,7.0,1.0,1,0,0,8
0,1,1.6232370000002447,1.530619999999999,0.09261700000024575,23,7.0,1.0,1,0,0,16
0,2,1.812600900000234,1.700557900000149,0.11204300000008516,28,7.0,1.0,1,0,0,16
0,3,1.9638962999997602,1.7204084999998486,0.24348779999991166,28,7.0,1.0,1,0,0,16
0,4,1.602826499999992,1.5072761999999784,0.09555030000001352,23,7.0,1.0,1,0,0,16
0,5,1.6197282000002815,1.5297860999999102,0.08994210000037128,22,7.0,1.0,1,0,0,16
0,6,1.8446633999997175,1.749156999999741,0.09550639999997657,26,7.0,1.0,1,0,0,16
0,7,2.1357866999996986,2.0365905999997267,0.09919609999997192,28,7.0,1.0,1,0,0,16
1,2,1.5903934999996636,1.4851033999998435,0.10529009999982009,25,7.0,1.0,1,0,0,16
1,3,1.8043172000002414,1.6970227000001614,0.10729450000008,25,7.0,1.0,1,0,0,16
1,4,1.4894382999996196,1.3940330999998878,0.09540519999973185,20,7.0,1.0,1,0,0,16
1,5,1.274535499999729,1.181886399999712,0.09264910000001692,19,7.0,1.0,1,0,0,16
1,6,1.644938899999488,1.5477819999996427,0.09715689999984534,23,7.0,1.0,1,0,0,16
1,7,1.8534882999997535,1.756194399999913,0.0972938999998405,25,7.0,1.0,1,0,0,16
2,3,1.8995460999999523,1.638535999999931,0.26101010000002134,30,7.0,1.0,1,0,0,16
2,4,1.3978323000001183,1.290920400000232,0.10691189999988637,25,7.0,1.0,1,0,0,16
2,5,1.4239528000002792,1.3197273999999197,0.10422540000035951,24,7.0,1.0,1,0,0,16
2,6,1.582415100000162,1.4739301999998133,0.10848490000034872,28,7.0,1.0,1,0,0,16
2,7,1.7089286999998876,1.600332200000139,0.10859649999974863,30,7.0,1.0,1,0,0,16
3,4,1.5722540000001572,1.4668265000000247,0.10542750000013257,25,7.0,1.0,1,0,0,16
3,5,1.3152339999996912,1.2137331999997514,0.10150079999993977,24,7.0,1.0,1,0,0,16
3,6,1.6344168000000536,1.5265847000000576,0.10783209999999599,28,7.0,1.0,1,0,0,16
3,7,1.9095705999998245,1.798051199999918,0.11151939999990645,30,7.0,1.0,1,0,0,16
4,5,1.1378458000003775,1.046133700000155,0.09171210000022256,19,7.0,1.0,1,0,0,16
4,6,1.799027500000193,1.5565936000002694,0.2424338999999236,23,7.0,1.0,1,0,0,16
4,7,1.8657011000000239,1.7669799999998759,0.098721100000148,25,7.0,1.0,1,0,0,16
5,6,1.499510200000259,1.4089652000002388,0.09054500000002008,22,7.0,1.0,1,0,0,16
5,7,1.6148568000003252,1.5192802999999913,0.09557650000033391,24,7.0,1.0,1,0,0,16
6,7,2.152443100000255,1.904688300000089,0.24775480000016614,28,7.0,1.0,1,0,0,16
0,1,4.908455799999956,4.7008151,0.20764069999995627,37,7.0,1.0,1,0,0,32
0,2,4.8654553999999735,4.651637999999821,0.2138174000001527,37,7.0,1.0,1,0,0,32
0,3,4.967852899999798,4.774622799999634,0.19323010000016438,32,7.0,1.0,1,0,0,32
0,4,4.451849000000038,4.263743599999998,0.1881054000000404,31,7.0,1.0,1,0,0,32
0,5,5.564020399999663,5.207876899999974,0.3561434999996891,35,7.0,1.0,1,0,0,32
0,6,5.768943699999909,5.566103900000144,0.2028397999997651,36,7.0,1.0,1,0,0,32
0,7,4.583588899999995,4.374264999999923,0.20932390000007217,34,7.0,1.0,1,0,0,32
1,2,4.935475400000087,4.710098500000186,0.22537689999990107,42,7.0,1.0,1,0,0,32
1,3,4.559364100000494,4.175667400000293,0.3836967000002005,37,7.0,1.0,1,0,0,32
1,4,4.177442900000187,3.968679600000087,0.20876330000010057,36,7.0,1.0,1,0,0,32
1,5,4.790094699999827,4.577826499999901,0.21226819999992586,40,7.0,1.0,1,0,0,32
1,6,5.177112299999862,4.962613799999872,0.2144984999999906,41,7.0,1.0,1,0,0,32
1,7,4.029858400000194,3.803707399999894,0.22615100000029997,39,7.0,1.0,1,0,0,32
2,3,4.445785899999919,4.23481989999982,0.21096600000009857,37,7.0,1.0,1,0,0,32
2,4,4.2300014999996165,4.023024899999655,0.20697659999996176,36,7.0,1.0,1,0,0,32
2,5,4.837038199999824,4.624554899999566,0.21248330000025817,40,7.0,1.0,1,0,0,32
2,6,5.23849650000011,4.829420100000334,0.4090763999997762,41,7.0,1.0,1,0,0,32
2,7,4.559081999999762,4.333599399999912,0.2254825999998502,39,7.0,1.0,1,0,0,32
3,4,4.502092299999731,4.313113799999883,0.18897849999984828,31,7.0,1.0,1,0,0,32
3,5,5.387003000000277,5.192817399999967,0.19418560000030993,35,7.0,1.0,1,0,0,32
3,6,5.767980999999963,5.570834000000104,0.19714699999985896,36,7.0,1.0,1,0,0,32
3,7,4.452065199999652,4.242980299999999,0.2090848999996524,34,7.0,1.0,1,0,0,32
4,5,4.953949999999622,4.767117299999882,0.18683269999974073,34,7.0,1.0,1,0,0,32
4,6,5.398821100000532,5.014442000000145,0.38437910000038755,35,7.0,1.0,1,0,0,32
4,7,4.206972299999961,4.004246899999998,0.20272539999996297,33,7.0,1.0,1,0,0,32
5,6,6.19659189999993,5.996831899999961,0.1997599999999693,39,7.0,1.0,1,0,0,32
5,7,4.800551199999518,4.591286699999728,0.20926449999979013,37,7.0,1.0,1,0,0,32
6,7,5.262179700000161,5.047710700000152,0.21446900000000824,38,7.0,1.0,1,0,0,32
0,1,0.13460699999995995,0.11825099999987287,0.01635600000008708,16,6.5,0.5,1,4,1,2
0,2,0.141458899999634,0.12281399999983478,0.018644899999799236,20,7.0,1.0,1,0,0,2
0,3,0.16105119999974704,0.14304850000007718,0.018002699999669858,18,7.0,1.0,1,2,0,2
0,4,0.30112289999988207,0.2820057999997516,0.01911710000013045,19,7.0,1.0,1,4,0,2
0,5,0.19760829999995622,0.17421370000010938,0.023394599999846832,24,7.0,1.0,1,3,0,2
0,6,0.25957430000016757,0.2361894000000575,0.023384900000110065,24,7.0,1.0,1,3,0,2
0,7,0.18528050000031726,0.1675586999999723,0.017721800000344956,17,6.5,0.5,1,8,1,2
1,2,0.1560595000005378,0.13843250000036278,0.01762700000017503,18,6.5,0.5,1,4,1,2
1,3,0.1347385000003669,0.11847430000034365,0.016264200000023266,16,6.5,0.5,1,4,1,2
1,4,0.18693080000002738,0.16894260000026406,0.01798819999976331,17,6.5,0.5,1,8,1,2
1,5,0.20915060000061203,0.18789980000019568,0.021250800000416348,22,6.5,0.5,1,7,1,2
1,6,0.27844909999976153,0.25675779999983206,0.02169129999992947,22,6.5,0.5,1,7,1,2
1,7,0.093905199999881,0.07874630000014804,0.015158899999732967,15,6.0,0.0,0,4,0,2
2,3,0.19866410000031465,0.18046880000019883,0.01819530000011582,20,7.0,1.0,1,2,0,2
2,4,0.19345130000010613,0.1729008000002068,0.02055049999989933,21,7.0,1.0,1,4,0,2
2,5,0.20225190000064686,0.17811400000027788,0.024137900000368973,26,7.0,1.0,1,3,0,2
2,6,0.26621980000072654,0.24212800000032075,0.024091800000405783,26,7.0,1.0,1,3,0,2
2,7,0.21233630000006087,0.19352859999980865,0.018807700000252225,19,6.5,0.5,1,8,1,2
